Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
20220524_MEF	20220524_MEF.sc029	Mouse	epithelium	14	24		360001	164390	1598.0	1788.017221242168	827.9626437309074	0.01064	0.4136674040269169	0.4167838543553707	0.05446703838893716	0.2164341366189527	0.2392993459498827	0.1028400474432644
20220524_MEF	20220524_MEF.sc030	Mouse	epithelium	15	17		354008	170101	1550.0	1747.59645151998	831.8144301923012	0.002343	0.4137664346481052	0.4168267063744904	0.05455907584488848	0.2268984674927433	0.2285685670842595	0.1049960847901266
20220524_MEF	20220524_MEF.sc033	Mouse	epithelium	15	20		390733	166746	1700.0	1924.836493828937	951.5336267381343	0.004602	0.4133574007220217	0.4164788570363062	0.05399591764125981	0.2133151390517192	0.2697127349348592	0.1116210583577858
20220524_MEF	20220524_MEF.sc034	Mouse	epithelium	15	21		374093	129374	1748.0	1988.774885216504	999.8713434936476	0.021495	0.4145861720703847	0.4176227566981432	0.05375905060747635	0.2928812329410989	0.2643031976168492	0.08860348105504287
20220524_MEF	20220524_MEF.sc035	Mouse	epithelium	15	23		224486	124536	1755.0	1974.964355688315	953.0614983333313	0.001712	0.4137931034482759	0.41688011623188	0.05374853254996678	0.241578185121389	0.1628696423095463	0.08757870154366137
20220524_MEF	20220524_MEF.sc036	Mouse	epithelium	15	24		319426	163251	1697.0	1912.179423096949	923.4287661045737	0.003146	0.4134877384196186	0.4167618489993434	0.0535440056656997	0.2227416142964285	0.2262144637881733	0.1108370491698412
20220524_MEF	20220524_MEF.sc037	Mouse	epithelium	16	17		239184	122578	1732.0	1974.337988872391	992.7664770501756	0.003435	0.4157721721346891	0.4189525141237661	0.05368557938222494	0.2757656296141887	0.1714716696373629	0.08580934282400944
20220524_MEF	20220524_MEF.sc039	Mouse	epithelium	16	19		202200	96760	1920.0	2195.657255064077	1140.075700388731	0.03916	0.4216163169217946	0.4248752814852022	0.05389076303407225	0.3468809675366009	0.1650485516920713	0.07751070374257485
20220524_MEF	20220524_MEF.sc040	Mouse	epithelium	16	21		378505	163585	1663.0	1874.86612464468	911.1639354613336	0.00233	0.41469013006886	0.4177343657600197	0.05447523526553165	0.2506483351795139	0.2583202754026654	0.1066951459459711
20220524_MEF	20220524_MEF.sc042	Mouse	epithelium	16	24		402759	119969	1663.0	1882.638098175362	944.741541720577	0.003179	0.4143686502177068	0.4176376816976798	0.05405407539021839	0.3467056995193176	0.2704697624458799	0.07563987736705413
20220524_MEF	20220524_MEF.sc044	Mouse	MEF	10	18		184269	75306	2145.0	2437.974663373436	1266.176753290851	0.00273	0.4173820468771921	0.4208946164416073	0.05229803728500148	0.4551068209241252	0.1560598416765354	0.06421574545782326
20220524_MEF	20220524_MEF.sc045	Mouse	MEF	10	19		211110	103340	1937.0	2200.491077994968	1122.882068155699	0.002442	0.4173014068495097	0.4207953779455649	0.05284285188137126	0.2924634305793904	0.1670594636013148	0.08098328807620503
20220524_MEF	20220524_MEF.sc046	Mouse	MEF	10	20		224215	124228	1926.0	2175.239068486976	1080.459222331432	0.002894	0.4165669843622789	0.4201042529618044	0.05283474346333112	0.2276530463989334	0.1769691291589323	0.09644264145370096
